Gyr, 47.415, -1.32, 0.35, 0.62
Acc, 47.419, -5.97, -8.01, -7.94
Gyr, 47.422, -1.05, 0.29, 0.53
Gyr, 47.425, -0.85, 0.23, 0.44
Acc, 47.427, -5.78, -8.50, -7.20
Gyr, 47.430, -0.68, 0.16, 0.35
Gyr, 47.432, -0.51, 0.11, 0.27
Acc, 47.435, -5.78, -8.50, -7.20
Gyr, 47.438, -0.38, 0.07, 0.22
Gyr, 47.441, -0.26, 0.03, 0.18
Acc, 47.507, -5.57, -7.36, -7.75
Gyr, 47.513, -0.16, -0.01, 0.15
Gyr, 47.518, -0.08, -0.04, 0.13
Acc, 47.521, -5.67, -7.78, -7.54
Gyr, 47.525, -0.06, -0.05, 0.13
Gyr, 47.528, -0.04, -0.04, 0.14
Acc, 47.531, -5.26, -7.07, -6.45
Gyr, 47.535, 0.01, -0.01, 0.16
Gyr, 47.538, 0.01, 0.02, 0.20
Acc, 47.541, -5.01, -7.40, -5.52
Gyr, 47.545, -0.10, 0.07, 0.24
Gyr, 47.548, -0.29, 0.13, 0.28
Acc, 47.552, -5.07, -6.49, -5.35
Gyr, 47.555, -0.47, 0.16, 0.29
Gyr, 47.558, -0.58, 0.20, 0.29
Acc, 47.561, -4.86, -5.81, -5.80
Gyr, 47.565, -0.62, 0.22, 0.29
Gyr, 47.568, -0.62, 0.24, 0.30
Acc, 47.571, -4.86, -5.81, -5.80
Gyr, 47.575, -0.56, 0.27, 0.31
Gyr, 47.578, -0.46, 0.31, 0.32
Acc, 47.580, -4.32, -5.67, -5.13
Gyr, 47.582, -0.41, 0.35, 0.32
Gyr, 47.639, -0.45, 0.38, 0.32
Acc, 47.644, -4.35, -5.46, -5.24
Gyr, 47.647, -0.55, 0.42, 0.30
Gyr, 47.650, -0.66, 0.46, 0.28
Acc, 47.653, -3.91, -4.21, -5.74
Gyr, 47.656, -0.70, 0.52, 0.25
Gyr, 47.659, -0.70, 0.59, 0.22
Acc, 47.662, -3.89, -3.85, -5.97
Gyr, 47.665, -0.73, 0.68, 0.19
Gyr, 47.668, -0.79, 0.77, 0.14
Acc, 47.672, -4.37, -3.68, -5.54
Gyr, 47.676, -0.83, 0.87, 0.08
Gyr, 47.679, -0.82, 0.97, 0.04
Gyr, 47.682, -0.50, 0.95, -0.04
Acc, 47.685, -3.62, -2.34, -4.30
Gyr, 47.705, 0.24, 0.72, 0.11
Gyr, 47.712, 0.60, 0.64, 0.52
Acc, 47.716, -3.62, -2.34, -4.30
Gyr, 47.719, 0.39, 0.35, 0.43
Gyr, 47.739, -0.41, 0.10, 0.37
Acc, 47.747, -4.02, -22.15, -15.17
Gyr, 47.753, -0.88, 0.03, 0.38
Gyr, 47.794, -0.89, -0.06, 0.39
Acc, 47.808, -7.40, -4.37, -19.01
Gyr, 47.820, -0.64, -0.23, 0.30
Gyr, 47.825, -0.26, -0.31, 0.31
Acc, 47.828, -8.56, -6.66, -17.87
Gyr, 47.831, 0.16, -0.32, 0.31
