Gyr, 5.498, 0.12, -0.06, 0.09
Gyr, 5.512, 0.15, -0.06, 0.08
Acc, 5.517, -0.06, 0.99, 10.04
Gyr, 5.521, 0.22, -0.06, 0.07
Gyr, 5.526, 0.29, -0.07, 0.05
Acc, 5.529, -0.26, 0.69, 9.91
Gyr, 5.533, 0.32, -0.07, 0.04
Gyr, 5.542, 0.29, -0.06, 0.04
Acc, 5.546, -0.37, 0.92, 9.48
Gyr, 5.554, 0.23, -0.04, 0.04
Gyr, 5.559, 0.17, -0.02, 0.04
Acc, 5.570, -0.37, 0.92, 9.48
Gyr, 5.575, 0.14, -0.01, 0.04
Gyr, 5.585, 0.11, -0.01, 0.03
Acc, 5.592, -0.37, 0.92, 9.48
Gyr, 5.599, 0.07, -0.01, 0.03
Gyr, 5.604, 0.04, -0.00, 0.03
Acc, 5.620, -0.37, 0.92, 9.48
Gyr, 5.624, 0.02, 0.00, 0.04
Gyr, 5.626, 0.01, -0.01, 0.04
Acc, 5.629, -0.17, 1.01, 9.68
Gyr, 5.634, 0.03, -0.01, 0.04
Gyr, 5.645, 0.06, -0.02, 0.03
Acc, 5.650, -0.36, 1.15, 10.00
Gyr, 5.654, 0.09, -0.02, 0.03
Gyr, 5.659, 0.11, -0.02, 0.03
Acc, 5.670, -0.50, 1.08, 9.78
Gyr, 5.674, 0.14, -0.03, 0.03
Gyr, 5.680, 0.14, -0.04, 0.03
Acc, 5.691, -0.50, 1.08, 9.78
Gyr, 5.695, 0.12, -0.04, 0.03
Gyr, 5.705, 0.09, -0.03, 0.03
Acc, 5.719, -0.31, 1.21, 9.64
Gyr, 5.729, 0.05, -0.03, 0.03
Gyr, 5.733, 0.01, -0.03, 0.03
Acc, 5.737, -0.13, 1.31, 9.51
Gyr, 5.741, 0.00, -0.03, 0.04
Gyr, 5.758, 0.02, -0.04, 0.03
Acc, 5.762, -0.26, 1.23, 9.78
Gyr, 5.765, 0.04, -0.04, 0.03
Gyr, 5.770, 0.05, -0.04, 0.03
Gyr, 5.775, 0.06, -0.05, 0.03
Acc, 5.778, -0.20, 1.09, 9.68
Gyr, 5.784, 0.05, -0.05, 0.02
Gyr, 5.789, 0.04, -0.05, 0.02
Acc, 5.794, -0.21, 1.13, 9.50
Gyr, 5.797, 0.02, -0.06, 0.02
Gyr, 5.809, 0.00, -0.06, 0.02
Acc, 5.814, -0.14, 1.39, 9.56
Gyr, 5.830, -0.01, -0.07, 0.02
Gyr, 5.834, -0.03, -0.08, 0.02
Acc, 5.838, -0.14, 1.30, 9.41
Gyr, 5.856, -0.04, -0.09, 0.02
Gyr, 5.861, -0.05, -0.11, 0.02
Acc, 5.864, -0.22, 1.26, 9.29
Gyr, 5.867, -0.07, -0.12, 0.02
Gyr, 5.871, -0.07, -0.13, 0.02
Acc, 5.877, -0.13, 1.27, 9.06
Gyr, 5.881, -0.06, -0.16, 0.02
Gyr, 5.884, -0.06, -0.19, 0.02
Acc, 5.888, -0.13, 1.23, 8.75
Gyr, 5.896, -0.09, -0.21, 0.02
Gyr, 5.902, -0.15, -0.22, 0.04
Acc, 5.915, 0.07, 1.18, 8.76
Gyr, 5.925, -0.31, -0.22, 0.06
Gyr, 5.933, -0.69, -0.20, 0.10
Acc, 5.942, 0.53, 3.03, 14.22
Gyr, 5.962, -1.01, -0.15, 0.23
Gyr, 5.969, -0.90, -0.12, 0.22
Acc, 5.978, 0.19, 0.60, 15.91
Gyr, 5.987, -0.30, -0.21, -0.10
Gyr, 6.002, -0.33, -0.07, -0.17
Acc, 6.009, 0.90, -1.19, 7.47
Gyr, 6.035, -1.02, 0.23, -0.42
Gyr, 6.040, -1.12, 0.44, -0.01
Acc, 6.044, 1.00, 5.47, 16.18
Gyr, 6.047, -0.74, 0.51, -0.06
Gyr, 6.050, -0.45, 0.54, -0.23
Acc, 6.053, 0.62, 1.07, 13.47
Gyr, 6.057, -0.08, 0.43, -0.05
Gyr, 6.060, 0.16, 0.32, -0.14
Acc, 6.063, 0.62, 1.07, 13.47
Gyr, 6.067, 0.23, 0.26, -0.13
Gyr, 6.075, 0.18, 0.20, -0.08
Acc, 6.080, -1.82, -2.40, 7.33
Gyr, 6.084, -0.07, 0.18, -0.06
Gyr, 6.086, -0.24, 0.18, 0.06
Acc, 6.089, -1.82, -2.40, 7.33
Gyr, 6.097, -0.17, 0.15, 0.05
Gyr, 6.103, 0.01, 0.13, -0.01
Acc, 6.108, -1.82, -2.40, 7.33
Gyr, 6.111, 0.21, 0.13, 0.00
Gyr, 6.115, 0.39, 0.12, 0.02
Acc, 6.128, -1.82, -2.40, 7.33
Gyr, 6.131, 0.52, 0.11, 0.02
Gyr, 6.134, 0.57, 0.09, 0.00
Gyr, 6.138, 0.51, 0.07, -0.01
Acc, 6.142, -0.48, 1.55, 8.41
Gyr, 6.149, 0.39, 0.06, 0.01
Gyr, 6.154, 0.27, 0.05, 0.04
Acc, 6.158, -0.37, -1.73, 11.68
Gyr, 6.166, 0.16, 0.04, 0.05
Gyr, 6.174, 0.08, 0.03, 0.06
Acc, 6.177, -0.60, 1.49, 8.88
Gyr, 6.187, 0.05, 0.03, 0.06
Gyr, 6.193, 0.05, 0.03, 0.06
Acc, 6.206, -0.60, 1.49, 8.88
Gyr, 6.210, 0.09, 0.02, 0.06
Gyr, 6.218, 0.14, 0.02, 0.05
Acc, 6.225, -0.60, 1.49, 8.88
Gyr, 6.234, 0.17, 0.01, 0.05
Gyr, 6.244, 0.19, 0.00, 0.05
Acc, 6.255, -0.52, 1.15, 9.67
Gyr, 6.262, 0.23, 0.00, 0.04
Gyr, 6.272, 0.27, -0.01, 0.04
Acc, 6.282, -0.66, 0.63, 9.75
Gyr, 6.290, 0.27, -0.02, 0.03
Gyr, 6.294, 0.24, -0.01, 0.03
Acc, 6.302, -0.66, 0.63, 9.75
Gyr, 6.310, 0.18, 0.00, 0.03
Gyr, 6.323, 0.12, 0.00, 0.03
Acc, 6.328, -0.44, 1.27, 9.55
Gyr, 6.336, 0.07, 0.00, 0.03
Gyr, 6.344, 0.04, 0.00, 0.03
Acc, 6.348, -0.60, 1.32, 9.72
Gyr, 6.351, 0.03, 0.00, 0.04
Gyr, 6.369, 0.06, 0.00, 0.03
Acc, 6.374, -0.50, 0.75, 9.72
Gyr, 6.377, 0.09, -0.00, 0.03
Gyr, 6.380, 0.13, -0.01, 0.03
Acc, 6.383, -0.61, 0.68, 9.60
Gyr, 6.386, 0.14, -0.01, 0.03
Gyr, 6.388, 0.16, -0.01, 0.03
Acc, 6.390, -0.60, 0.92, 9.52
Gyr, 6.393, 0.17, -0.02, 0.02
Gyr, 6.396, 0.17, -0.02, 0.03
Acc, 6.399, -0.57, 0.86, 9.52
Gyr, 6.402, 0.15, -0.02, 0.04
Gyr, 6.408, 0.12, -0.02, 0.04
Acc, 6.416, -0.51, 1.07, 9.59
Gyr, 6.423, 0.08, -0.01, 0.04
Gyr, 6.433, 0.05, -0.01, 0.05
Acc, 6.449, -0.35, 1.18, 9.75
Gyr, 6.455, 0.02, -0.02, 0.05
Gyr, 6.458, -0.00, -0.02, 0.05
Acc, 6.467, -0.51, 1.26, 9.72
